"","id","pd","mpd","mntd"
"1","86291665fffffff",455.424777,89.9920400666667,39.6462745625
"2","862916657ffffff",1557.901041,98.3542535566172,19.6809576630435
"3","86291661fffffff",893.948252,94.8711917210884,19.892532
"4","8629166efffffff",291.944112,92.0290153111111,32.5749139
"5","8629166e7ffffff",1534.507304,94.9183205995298,19.8511618181818
"6","862916647ffffff",880.896042,92.386077738649,26.6156236511628
"7","86291660fffffff",1017.072365,92.9003139531796,24.3467843888889
"8","862916677ffffff",69.946714,NA,NA
"9","86484b65fffffff",219.259582,87.3201543809524,26.3831045714286
"10","8629a59b7ffffff",1033.794714,89.0223250449927,21.0122036226415
"11","8629a5807ffffff",1130.200301,96.9928507434249,20.8463965254237
"12","8629a58e7ffffff",802.258831,95.0201315772358,21.671552047619
"13","8629a580fffffff",869.86598,102.50973825641,22.532514974359
"14","8629a5817ffffff",1402.420737,90.6539035645933,20.3548118441558
"15","8629a58f7ffffff",289.838846,84.5607649111111,33.524606
"16","8629a581fffffff",1219.587437,94.408298073224,23.6772682295082
"17","86484b6efffffff",341.375727,96.1837661538462,24.6570749230769
"18","8629a5837ffffff",1533.132219,98.5715315382911,22.5956622375
"19","8629a5917ffffff",232.047025,72.3934237222222,27.7877826666667
"20","8629a5987ffffff",879.991775,89.0893679175378,21.2334292857143
"21","8629a591fffffff",369.863283,107.383114892857,74.81656975
"22","8629a598fffffff",1048.467329,85.1190782089985,24.180315245283
"23","8629a59a7ffffff",1350.001309,101.760654891731,21.2811581304348
"24","8629a59afffffff",953.847285,85.3010351433858,21.1865148723404
"25","8629a5acfffffff",248.870174,80.2643880555556,26.9137414444444
"26","862912d87ffffff",293.368237,97.0787180555556,36.9716062222222
"27","862912db7ffffff",457.581677,92.3549186956522,17.3060830869565
"28","862912d97ffffff",595.118024,97.3060148603989,25.4581497407407
"29","8629a502fffffff",1184.87666,91.570582469064,22.5874718709677
"30","8629a5077ffffff",189.365583,120.7156,118.122137
"31","8629a5007ffffff",1230.028013,103.428253727679,19.206429765625
"32","8629a504fffffff",549.34948,86.0266244210526,43.0613784736842
"33","8629a5027ffffff",436.089145,98.1104328717949,45.0480188461538
"34","8629a5047ffffff",1205.240562,93.2894669442308,21.1894872461538
"35","8629a518fffffff",1119.129105,97.8374838402904,22.354954362069
"36","8629a501fffffff",1554.674404,98.9024619787114,20.9238980941176
"37","8629a51afffffff",326.633485,98.9246373214286,64.37821025
"38","8629a50afffffff",289.342413,101.333232555556,27.5196807777778
"39","8629a5187ffffff",427.697262,83.6046098052632,27.9521897
"40","8629a5017ffffff",1387.327146,96.559907901006,22.6521307042254
"41","8629a505fffffff",641.474744,103.757460778986,26.0161299583333
"42","8629a50efffffff",374.857461,95.3196730989011,33.1735870714286
"43","8629a5037ffffff",1035.638045,90.4673060319303,19.0165163396226
"44","8629a500fffffff",1257.236906,98.5401938608428,20.4163037352941
"45","8629a5057ffffff",1197.606276,96.686281139548,23.9512064166667
"46","8629a50e7ffffff",1251.733104,94.8952695380282,18.6812033661972
"47","862913c37ffffff",1190.065438,101.106275135135,15.0224169189189
"48","862912adfffffff",1307.791735,93.1650222745098,19.6370506666667
"49","862912a8fffffff",985.789201,100.097469440476,19.0638950816327
"50","8629120c7ffffff",866.689739,107.302558705882,24.1514857714286
"51","862912077ffffff",429.332507,82.1971697575757,18.8666687272727
"52","862912ae7ffffff",936.175791,104.798379149049,23.4665069318182
"53","862913d87ffffff",872.382272,100.146110400886,21.6312878372093
"54","8629123a7ffffff",1351.291003,101.295118678059,18.3434585194805
"55","862912307ffffff",647.859713,92.826313591133,25.2129502413793
"56","862912aefffffff",795.710637,101.175344018145,27.842158125
"57","862912a9fffffff",547.533935,90.2929158339921,29.7178396956522
"58","862913d8fffffff",1142.708716,84.4004048988345,20.1482944242424
"59","8629120d7ffffff",1061.605493,86.7775290830249,18.4991022258064
"60","862912087ffffff",221.85267,83.0315485111111,18.4817325
"61","8629123afffffff",613.703408,99.2122342121212,37.8303848636364
"62","86291230fffffff",482.854862,82.6396483939394,28.7763143181818
"63","862912af7ffffff",1308.469799,101.753887763975,17.6042676428571
"64","862913d97ffffff",718.771683,105.639678785714,23.1848496071429
"65","86291208fffffff",816.909821,101.757032483871,28.47814325
"66","8629123b7ffffff",1250.529322,98.9669233397717,19.9428779264706
"67","862912367ffffff",845.23477,107.349347193651,19.1618518055556
"68","862912317ffffff",1497.333053,98.3985809706084,22.3824129090909
"69","862913c07ffffff",234.993251,87.9480273888889,23.2007697777778
"70","862913d9fffffff",145.633336,70.7339,38.25634775
"71","8629120e7ffffff",1365.098587,92.2513748607923,21.0278638108108
"72","862912097ffffff",723.448094,102.438842332308,33.3387024230769
"73","862912047ffffff",1484.088966,94.3924055366946,19.7317872588235
"74","86291231fffffff",960.876447,104.374228549491,19.5477715531915
"75","862913c0fffffff",365.635929,71.0671362095238,19.5304577619048
"76","862912467ffffff",617.823101,93.7913183361823,29.439469037037
"77","8629120efffffff",1180.193596,104.768253778531,16.5980604166667
"78","86291209fffffff",561.984817,103.766812236842,30.3288173
"79","86291204fffffff",1358.066217,87.9913465623354,24.6335796617647
"80","862912377ffffff",436.472061,102.77825225641,37.1620412307692
"81","862912327ffffff",1582.787084,103.992590429049,17.6430582717391
"82","862913c17ffffff",264.142098,101.516547533333,63.7130778333333
"83","86291246fffffff",1012.879105,105.116359320816,21.7332575
"84","862913dafffffff",699.806422,98.3170628660969,34.7640862222222
"85","8629120f7ffffff",1433.166583,89.3711671213635,18.6808091686747
"86","862912057ffffff",1220.689411,84.022753649061,21.084124
"87","86291232fffffff",1324.141774,101.182082706011,22.5630029344262
"88","862913c1fffffff",254.001784,78.1188420363636,23.329502
"89","862912ac7ffffff",1434.984937,99.3672903439776,16.2477144
"90","862913db7ffffff",694.928519,99.0399997075269,20.4844396774194
"91","8629120afffffff",244.232412,86.0446015,27.2301797777778
"92","86291205fffffff",1304.057657,91.8636175541347,20.7607558695652
"93","86291200fffffff",370.98903,75.9206626666667,20.7194544761905
"94","862912337ffffff",644.761427,102.213522246753,40.7005678181818
"95","862913c27ffffff",514.015116,83.914871988604,24.6162075925926
"96","862912acfffffff",1273.955241,102.717824391608,21.6099819545455
"97","862913d1fffffff",409.985635,103.714519186813,28.1165748571429
"98","862913c2fffffff",338.496726,78.943862284585,14.2564361304348
"99","862912ad7ffffff",1077.480362,77.3213117773665,21.7095218870968
"100","86291206fffffff",834.696865,103.038188201613,28.399082
"101","86291201fffffff",440.364128,84.66913484,18.1788177692308
"102","862835737ffffff",346.873074,85.9769438382353,23.2857038235294
"103","862835467ffffff",332.946339,86.3169903186813,26.0436926428571
"104","86283546fffffff",403.922957,85.8095793105263,24.43472355
"105","862835477ffffff",1413.303118,85.0261841803407,13.7330694017857
"106","862835717ffffff",321.408333,88.819923847619,18.1113508
"107","862835447ffffff",766.571776,93.5134350487395,25.1933890285714
"108","86283544fffffff",595.789173,97.1048581507936,21.5430591071429
"109","86485b39fffffff",NA,NA,NA
"110","8629ad2dfffffff",913.339663,76.3913570989975,18.8783425614035
"111","8629a6c0fffffff",1391.429776,101.02157798495,14.4582901683168
"112","8629a38a7ffffff",128.184787,116.476147,116.476147
"113","862814137ffffff",1199.669938,88.3597563227365,21.678438915493
"114","86298d0cfffffff",987.728852,71.5806299194935,18.3684995970149
"115","8629b5227ffffff",NA,NA,NA
"116","862832857ffffff",1307.838984,95.0556428202348,17.1422517804878
"117","8629aeb57ffffff",866.168355,87.2217662543554,23.1082548095238
"118","8629a8487ffffff",838.723966,87.4005064893314,26.8104327894737
"119","8629a1db7ffffff",1313.951338,86.3035106627543,23.0451131111111
"120","8628159afffffff",1193.105164,90.5836486104505,18.55677128
"121","862981ba7ffffff",430.014431,72.3093549142857,46.8734202
"122","8628340cfffffff",1178.568213,84.6563953192546,19.1441913142857
"123","862830d67ffffff",1216.104392,78.3178258414558,17.4518019
"124","8629ad067ffffff",1324.38058,88.0419410625259,22.3660841142857
"125","8629a6997ffffff",NA,NA,NA
"126","8629a362fffffff",NA,NA,NA
"127","8629a02c7ffffff",1094.394952,77.3295993634615,22.5113800307692
"128","862810b57ffffff",69.946714,NA,NA
"129","862989aefffffff",1422.753496,93.0510568967033,17.7979414285714
"130","862803db7ffffff",771.481313,96.317614884778,14.3206745227273
"131","8629b1c47ffffff",1730.184312,94.541507182459,17.5565986982759
"132","8629ae8dfffffff",991.448876,72.7744963573043,15.6127610298507
"133","864859637ffffff",511.940817,82.0448370653595,37.5293166666667
"134","8629ab577ffffff",1163.630137,72.466105205407,14.3303426144578
"135","8629a820fffffff",260.333141,99.0423617142857,38.7248192857143
"136","862815737ffffff",1258.448318,90.7720943427459,15.4563004177215
"137","862984c97ffffff",1011.71018,77.3219216025408,21.8438543793103
"138","86298192fffffff",242.812594,65.6503935333333,23.8147233
"139","8628022c7ffffff",1195.792299,86.483276780822,18.9120562328767
"140","862830aefffffff",1449.400018,102.404950446488,15.7605621956522
"141","8629a9a87ffffff",1076.526735,83.6858638841751,24.6506725272727
"142","8629a671fffffff",1049.265125,71.7327977072261,21.7376387424242
"143","8629a33b7ffffff",69.946716,NA,NA
"144","8629a004fffffff",1401.657801,97.6462311977591,18.7007962
"145","862813c47ffffff",743.981091,94.7331031483871,32.3620134516129
"146","8628108dfffffff",219.593575,112.042289666667,88.72386125
"147","862989877ffffff",943.991546,73.4643337333333,17.2466805737705
"148","862832367ffffff",1347.224515,97.011567865946,22.47865964
"149","8629ae667ffffff",927.348968,74.5920438725892,17.0646533898305
"150","8629a18c7ffffff",1101.163813,84.7900238087431,21.6798802131147
"151","862984a1fffffff",NA,NA,NA
"152","86280204fffffff",1365.723033,82.5415562417582,16.3547478241758
"153","862830877ffffff",1431.050646,104.939438244806,19.6674881219512
"154","8629acb77ffffff",1250.844939,83.845565229308,23.526935
"155","8629a980fffffff",904.269582,79.0637871139064,20.9237897777778
"156","8629a64a7ffffff",449.725286,58.8280150666667,30.2719666190476
"157","862810667ffffff",794.514649,92.5622617275132,42.5251237142857
"158","86298c967ffffff",522.210688,67.2860507101449,31.2942914166667
"159","862806c2fffffff",952.397205,75.9989948824675,20.6023906964286
"160","86280055fffffff",150.896622,43.5740833333333,23.2252995714286
"161","8628320efffffff",1234.658482,96.9743014852459,24.1367312295082
"162","8629ab087ffffff",1372.29754,94.3673780087912,17.3997290659341
"163","8629a164fffffff",823.483621,68.4086772644898,18.17670898
"164","862815247ffffff",1318.322896,88.7364096186708,20.0076399375
"165","862836ccfffffff",1406.73233,99.5822263457609,18.0351655730337
"166","862833967ffffff",1291.367972,79.3461838651685,16.8302510777778
"167","8629a9597ffffff",743.469845,98.0262373658537,20.4118892926829
"168","8629a622fffffff",768.90843,80.5098455282051,20.107867825
"169","8628069b7ffffff",304.039821,78.0306507121212,23.2291451666667
"170","8629ae177ffffff",1164.346677,76.9203638759719,18.4045394054054
"171","862811c67ffffff",393.295536,86.2655952121212,45.7297454166667
"172","86298452fffffff",447.097666,69.7699653464052,33.6056568333333
"173","862836a57ffffff",956.824102,77.7913926585859,21.8848943090909
"174","8628336efffffff",1246.699339,102.941103230601,25.4795965737705
"175","862830387ffffff",1245.147969,91.9210946021127,18.7563353472222
"176","8629ac687ffffff",421.600775,92.6568852865497,20.6985023684211
"177","8629a931fffffff",994.137164,84.2672237295918,27.9275954081633
"178","8629a2c4fffffff",NA,NA,NA
"179","862816847ffffff",1286.572771,97.3168755444668,21.8432024929577
"180","862810177ffffff",1074.661183,77.3915966351137,22.1169260483871
"181","862985da7ffffff",NA,NA,NA
"182","8629b1267ffffff",463.156133,60.3967901904762,30.3417411818182
"183","8629aab97ffffff",897.393232,75.5690975626134,19.7786775344828
"184","8629a44c7ffffff",1264.088917,80.6346133403509,19.0348730394737
"185","8629a115fffffff",1544.765784,92.9333009663009,21.4994104659091
"186","862814d57ffffff",1041.136755,72.7765710317308,19.7324491846154
"187","86298dcefffffff",722.414508,71.9911931711712,26.632040027027
"188","86291a4c7ffffff",969.647779,70.4015459349551,17.712432983871
"189","8629842b7ffffff",192.848302,123.037412666667,122.765763666667
"190","862833477ffffff",1711.557399,98.542943080116,17.5828679196429
"191","86283010fffffff",1294.676351,103.264091609756,17.224838939759
"192","8629ac40fffffff",1273.566721,98.2301954500901,19.5851272933333
"193","8629a90a7ffffff",693.962389,78.6628572174603,24.5954542222222
"194","86281cc9fffffff",589.939141,65.8761798078818,27.879292
"195","862985b2fffffff",NA,NA,NA
"196","8628064c7ffffff",567.485092,73.3175407101449,33.0869540416667
"197","862834cefffffff",1435.263639,99.4488551625036,18.0883578554217
"198","8629adc87ffffff",1204.88967,84.0216280444293,16.5534974545455
"199","8629aa91fffffff",523.770893,58.6385891455026,25.7586531785714
"200","862814adfffffff",449.10727,67.0394801904762,23.5742295909091
"201","862811777ffffff",1360.720129,91.3555692761294,15.9876027931034
"202","86298da77ffffff",505.705616,85.8425792,56.1696815333333
"203","862836567ffffff",1060.503592,91.794661762963,18.2102972727273
"204","8629ac197ffffff",857.603079,77.5237408288622,23.5332431276596
"205","8629a275fffffff",NA,NA,NA
"206","86281ca27ffffff",458.598781,77.6090001871345,30.7822716842105
"207","862816357ffffff",1085.176179,86.097454160401,23.1857922631579
"208","8629858b7ffffff",154.959574,94.8165706666667,75.209149
"209","86280624fffffff",1409.858441,93.3267965840506,16.3265007857143
"210","86283170fffffff",1291.243518,85.9334404820837,17.2947809390244
"211","86485bacfffffff",1390.170772,103.532000223621,22.5549441081081
"212","8629aa6a7ffffff",826.887216,72.4454915580694,20.2996725
"213","8629a0c6fffffff",1459.999077,99.7957010044943,19.4008534888889
"214","862814867ffffff",1452.655607,91.5418476068255,17.5471086021505
"215","8629b5957ffffff",257.211643,69.8824457142857,46.235351625
"216","8628362efffffff",1615.006432,96.4294406575291,18.4329088737864
"217","8629a8bb7ffffff",69.946713,NA,NA
"218","8629a24e7ffffff",266.116705,63.0424460444445,37.6383186
"219","862802c6fffffff",629.145704,75.2406549195402,26.9249366333333
"220","862831497ffffff",1069.138583,76.596674404829,15.8773393239437
"221","8629ad797ffffff",423.638178,73.4741871157895,27.74505775
"222","8629aa42fffffff",307.461052,87.6282692142857,58.0658525
"223","8629a3d5fffffff",172.310671,83.9631383333333,59.91822975
"224","862811287ffffff",1462.646634,88.0633546930542,20.2672324831461
"225","86291368fffffff",1275.514083,93.3253878396624,17.336151443038
"226","8629b56dfffffff",143.747802,87.342056,60.260123
"227","862836077ffffff",1230.334513,90.0564163983709,17.7815001891892
"228","862832d0fffffff",1110.392998,76.0473047758216,18.1963705277778
"229","8629abca7ffffff",655.553775,69.4198505189394,24.8497034242424
"230","8629a226fffffff",1400.059851,84.353175565253,18.6905617674419
"231","86281c537ffffff",1289.9157,90.8592185710955,23.1303296212121
"232","862834587ffffff",1406.66506,87.95018199667,20.8613166538462
"233","86283121fffffff",83.978803,18.1587366666667,9.90544233333334
"234","8629ad51fffffff",951.562015,78.6025314253061,23.4824136
"235","8629aa1b7ffffff",408.688697,59.7572872368421,27.0477045
"236","8629a3ae7ffffff",509.846393,67.3206689090909,30.2535851818182
"237","862814377ffffff",963.168329,76.731752728861,22.1867935
"238","86281100fffffff",1268.610987,87.7167262592593,17.9157551707317
"239","86298d30fffffff",1069.980429,82.5457668884615,20.0443289538462
"240","862913417ffffff",991.123394,73.4349983441616,16.060502
"241","8629b5467ffffff",897.084466,73.0111416240929,21.6049432075472
"242","862832a97ffffff",1289.640475,98.614030296937,18.6137059466667
"243","8629aed97ffffff",811.224078,83.00359565722,26.5314833846154
"244","8629aba2fffffff",1111.301659,92.6767950054902,30.5656690784314
"245","8629a86c7ffffff",1413.276732,91.546672323832,20.4630998192771
"246","86298514fffffff",NA,NA,NA
"247","8629ad2a7ffffff",746.425832,83.2621832941177,28.4152454411765
"248","86485b367ffffff",961.919966,88.325655392911,20.8843844807692
"249","8629a386fffffff",351.652264,72.5292477727273,41.2490140833333
"250","8629a0507ffffff",1233.746287,78.4463681244132,20.5367944861111
"251","862810d97ffffff",1120.161545,96.3023572862264,20.3893906349206
"252","86298d097ffffff",1152.701753,70.3538646525821,18.9769746388889
"253","86283281fffffff",1253.621892,102.003043070807,19.7678482285714
"254","8629aeb1fffffff",1557.281659,86.988530899055,19.0281305360825
"255","8629ab7b7ffffff",950.964769,75.2725277366072,17.88860859375
"256","8629a844fffffff",1047.831182,99.5009339322444,18.0596967586207
"257","86281c047ffffff",1206.235719,81.6458047257658,19.541148
"258","862815977ffffff",1286.435882,78.0277340739289,18.3745361590909
"259","862981b6fffffff",805.673939,64.9118647993197,20.2796753877551
"260","862802507ffffff",1344.201747,81.2321732543417,18.2890668
"261","862834097ffffff",1458.46551,92.6939307328827,21.1350415180723
"262","862830d2fffffff",1106.860553,96.9553436644042,23.9351688269231
"263","8629ad02fffffff",1077.813738,78.4737927370629,16.9722989242424
"264","86485b0efffffff",408.712903,91.4864681969697,50.9373465833333
"265","8629a9cc7ffffff",NA,NA,NA
"266","8629a695fffffff",1005.654222,63.0407226747368,17.3065298552632
"267","8629a028fffffff",911.438091,70.8732088381129,27.3509579574468
"268","862810b1fffffff",1125.267865,71.3126586952381,14.2439599058824
"269","862989ab7ffffff",1221.566409,101.498340488531,21.0141539295775
"270","8628325a7ffffff",1262.612315,81.0803766364912,21.2877075
"271","8629ae8a7ffffff",69.946713,NA,NA
"272","8629a1b07ffffff",1424.685611,88.3893281405262,24.0603954615385
"273","862984c5fffffff",127.158706,114.423988,114.423988
"274","8629818f7ffffff",245.708209,73.8380081071429,40.865703
"275","86280228fffffff",947.10063,71.681353858396,18.7968776842105
"276","862830ab7ffffff",1612.675908,106.200245321245,16.8112408571429
"277","8629acdb7ffffff",1401.687684,78.2675957348484,18.1697193977273
"278","8629a9a4fffffff",1220.085074,84.157357630137,19.9884926621622
"279","8629a66e7ffffff",1043.387526,77.8265594349727,23.2825714590164
"280","8629a0017ffffff",1341.441824,83.51761985,21.2807424320988
"281","862813c0fffffff",365.246114,71.8604654615385,42.5260092307692
"282","8628108a7ffffff",745.25662,72.4125911896392,18.5650985744681
"283","86298cba7ffffff",1374.3477,89.9974485373285,18.4131819111111
"284","86280079fffffff",1104.794619,99.476913155102,30.7073306
"285","862835697ffffff",1547.978108,105.812395333465,15.5360268910891
"286","8629b1997ffffff",187.249043,64.0707078666667,39.0375338333333
"287","86283232fffffff",1289.350857,102.037020656716,23.5521769852941
"288","8629ae62fffffff",879.81823,66.0078240254237,17.6720789833333
"289","8629ab2c7ffffff",1235.710055,82.552462952048,17.5306299358974
"290","8629a188fffffff",1212.695452,92.8798296361582,21.2981312
"291","862815487ffffff",496.050471,66.767210673913,26.6000035833333
"292","862802017ffffff",1279.508585,82.0642365923695,17.4482137619048
"293","862833ba7ffffff",1267.590726,85.002892228298,19.2970293636364
"294","8629a646fffffff",336.800435,80.3967408666667,52.6805065
"295","8629a3107ffffff",312.576025,92.2692437777778,46.4231934444444
"296","862813997ffffff",425.612746,67.9403522416667,40.78888425
"297","86281062fffffff",719.37011,79.692954505291,38.4585656428571
"298","86298c92fffffff",781.894342,71.626263122449,18.5002933877551
"299","8628320b7ffffff",1186.623549,81.8549363924495,21.4213425882353
"300","8629ae3b7ffffff",949.407038,75.238960426501,14.5741608285714
"301","8629ab04fffffff",1259.129712,83.295817187926,16.6255404556962
"302","8629a1617ffffff",1184.49409,80.7576958239087,24.6906546875
"303","86281520fffffff",677.698845,78.4568571854839,26.513244
"304","86298476fffffff",NA,NA,NA
"305","862836c97ffffff",1459.956341,93.7298783571237,21.5286955057471
"306","86283392fffffff",1367.659587,88.3088263849545,18.9133850843373
"307","8629ac8c7ffffff",960.112013,74.0087056025974,20.1703502142857
"308","8629a955fffffff",712.061207,94.9925750555556,29.2975568571429
"309","862816a87ffffff",843.885048,93.0745918920635,25.6044573611111
"310","8628103b7ffffff",69.946714,NA,NA
"311","86298934fffffff",1230.49967,88.7744111093643,17.5734028181818
"312","8629a4707ffffff",1349.243684,94.5357564053315,20.738798025974
"313","8629a139fffffff",1175.241121,95.4627703324009,20.8980084545455
"314","862811c2fffffff",1241.995936,84.860787797954,18.8198287681159
"315","862836a1fffffff",921.100831,88.3559253461225,19.259108
"316","8628336b7ffffff",1270.002902,89.8748325345268,21.3853062753623
"317","86283034fffffff",1484.459016,91.2679611907615,18.0092617555556
"318","8629ac64fffffff",282.957163,76.0943509454546,24.0445759090909
"319","8629a92e7ffffff",1456.520667,85.7925389085046,19.5160913586957
"320","8629a2c17ffffff",NA,NA,NA
"321","86281680fffffff",NA,NA,NA
"322","862985d6fffffff",NA,NA,NA
"323","862806707ffffff",1208.476293,79.7399197460815,15.2513617613636
"324","8629b122fffffff",1013.57443,73.5146686336538,21.0178832461538
"325","8629aab5fffffff",969.790004,81.509561081239,19.1126206101695
"326","8629a448fffffff",1066.786402,87.0783864947589,24.7630654259259
"327","8629a1127ffffff",1223.49903,77.434337370624,20.5704614794521
"328","862814d1fffffff",645.163741,69.2057704048583,16.5907697692308
"329","8628119b7ffffff",NA,NA,NA
"330","86298dcb7ffffff",970.970056000001,71.1900165796211,20.1187285396825
"331","86291a48fffffff",1271.852538,81.4133138867811,17.1754450853659
"332","8628367a7ffffff",1191.465088,99.3594417530055,23.8741281803279
"333","8628300d7ffffff",1203.877691,86.2560213206793,18.0866042692308
"334","8629a906fffffff",1066.19214,86.0547779782214,21.7884563275862
"335","8629a299fffffff",979.83808,78.6321553788235,24.5273917058823
"336","86281cc67ffffff",954.390616,68.6140940586991,19.6923325967742
"337","862985af7ffffff",639.396413,79.654230034188,31.340890037037
"338","86280648fffffff",87.419217,34.945008,34.945008
"339","862834cb7ffffff",1448.972501,92.4372673186018,18.8748674666667
"340","8629adc4fffffff",1258.001553,85.135858713615,20.4913565416667
"341","8629aa8e7ffffff",1048.994942,71.0599581188812,15.3185075384615
"342","862814aa7ffffff",1192.788079,80.3505096590564,20.1272115616438
"343","862984007ffffff",69.946717,NA,NA
"344","8629b5b97ffffff",361.199537,75.711936969697,45.7698475
"345","86283652fffffff",1252.540969,88.3358614627093,19.4941242739726
"346","8629ac15fffffff",1393.645202,88.1216941800274,18.6276192325581
"347","8629a2727ffffff",90.20416,40.514889,40.514889
"348","86281631fffffff",921.250028000001,71.6175534154882,20.3568507090909
"349","862806217ffffff",1188.276494,85.6242083124769,18.3411550675676
